"title","link","year","rating","n_ratings","genre","cert","country","lang","budget","opening_week","runtime"
"Accident Man","http://www.imdb.com/title/tt6237612/?ref_=adv_li_tt",2018,6.2,7680," Action, Crime, Thriller","15","UK","English",6e+06,NA,105
"Accidental Love","http://www.imdb.com/title/tt1137470/?ref_=adv_li_tt",2015,4.1,7708," Comedy, Romance","15","USA,UK","English,Portuguese",2.6e+07,NA,100
"Acrimony","http://www.imdb.com/title/tt6063050/?ref_=adv_li_tt",2018,5.8,7736," Drama, Romance, Thriller","15","USA","English",2e+07,17170707,120
"Act of Valour","http://www.imdb.com/title/tt1591479/?ref_=adv_li_tt",2012,6.5,66086," Action, Adventure, Thriller, War","15","USA","English,Russian,Spanish",1.2e+07,24476632,110
"Action Point","http://www.imdb.com/title/tt6495770/?ref_=adv_li_tt",2018,5.1,9896," Comedy","15","USA,South Africa","English",1.9e+07,2390164,85
"Action Replayy","http://www.imdb.com/title/tt1396208/?ref_=adv_li_tt",2010,4.2,5577," Comedy, Romance, Sci-Fi","PG","India","Hindi",NA,NA,129
"Acts of Vengeance","http://www.imdb.com/title/tt6288694/?ref_=adv_li_tt",2017,5.7,10020," Action, Drama, Thriller","15","Bulgaria,USA","English",NA,NA,87
"Acts of Violence","http://www.imdb.com/title/tt6684714/?ref_=adv_li_tt",2018,5.3,10539," Action, Crime","15","Canada","English",NA,NA,86
"Ad Astra","http://www.imdb.com/title/tt2935510/?ref_=adv_li_tt",2019,6.5,191808," Adventure, Drama, Mystery, Sci-Fi, Thriller","12A","China,USA,Brazil","English,Norwegian",9e+07,19001398,123
"Addicted","http://www.imdb.com/title/tt2205401/?ref_=adv_li_tt",2014,5.2,8987," Drama, Thriller","18","USA","Spanish,English",5e+06,7485346,106
"Adieu au langage","http://www.imdb.com/title/tt2400275/?ref_=adv_li_tt",2014,5.9,5435," Drama, Fantasy","15","Switzerland,France","French,English,German",NA,NA,70
"Admission","http://www.imdb.com/title/tt1814621/?ref_=adv_li_tt",2013,5.7,33152," Comedy, Drama, Romance","12A","USA","English",1.3e+07,6154984,108
"Adore","http://www.imdb.com/title/tt2103267/?ref_=adv_li_tt",2013,6.2,31934," Drama, Romance","15","Australia,France","English",1.6e+07,119806,112
"Adrift","http://www.imdb.com/title/tt6306064/?ref_=adv_li_tt",2018,6.6,45984," Action, Adventure, Biography, Drama, Romance, Thriller","12A","Hong Kong,Iceland,USA","English,French",3.5e+07,11603039,96
"Adult Beginners","http://www.imdb.com/title/tt3318750/?ref_=adv_li_tt",2014,5.6,8014," Comedy, Drama","15","USA","English",NA,36657,92
"Adult World","http://www.imdb.com/title/tt1067765/?ref_=adv_li_tt",2013,6.1,16714," Comedy, Drama","15","USA","English",4e+06,3783,97
"Ae Dil Hai Mushkil","http://www.imdb.com/title/tt4559006/?ref_=adv_li_tt",2016,5.8,20641," Drama, Music, Musical, Romance","12A","India","Hindi",NA,2190042,158
"Aferim!","http://www.imdb.com/title/tt4374460/?ref_=adv_li_tt",2015,7.6,6279," Adventure, Comedy, Drama, History, Western","18","Romania,Bulgaria,Czech Republic,France","Romanian,Turkish,Romany",NA,15892,108
"Afflicted","http://www.imdb.com/title/tt2309961/?ref_=adv_li_tt",2013,6.3,21596," Action, Adventure, Horror, Mystery, Thriller","15","Canada,USA","English,French,Italian",NA,69447,85
"After","http://www.imdb.com/title/tt1799508/?ref_=adv_li_tt",2012,5.5,5115," Drama, Fantasy, Mystery, Thriller","15","USA","English",650000,NA,90
"After","http://www.imdb.com/title/tt4126476/?ref_=adv_li_tt",2019,5.3,34775," Drama, Romance","12","USA","English",1.4e+07,6002349,105
"After Earth","http://www.imdb.com/title/tt1815862/?ref_=adv_li_tt",2013,4.8,190249," Action, Adventure, Sci-Fi","12A","USA","English",1.3e+08,27520040,100
"After We Collided","http://www.imdb.com/title/tt10362466/?ref_=adv_li_tt",2020,5.1,10538," Drama, Romance","15","USA","English,Chinese",NA,422899,105
"After the Dark","http://www.imdb.com/title/tt1928340/?ref_=adv_li_tt",2013,5.7,21111," Drama, Fantasy, Sci-Fi","15","USA,Indonesia","English,Middle English,Indonesian",NA,NA,107
"After the Wedding","http://www.imdb.com/title/tt7985692/?ref_=adv_li_tt",2019,6.3,5503," Drama","12A","USA,UK","English,Hindi",NA,50264,112
"Aftermath","http://www.imdb.com/title/tt4581576/?ref_=adv_li_tt",2017,5.6,21713," Drama, Thriller","15","UK,USA","English,Thai",10500000,NA,94
"Afternoon Delight","http://www.imdb.com/title/tt2312890/?ref_=adv_li_tt",2013,5.7,9511," Comedy, Drama","18","USA","English",NA,27352,98
"Aftershock","http://www.imdb.com/title/tt1780762/?ref_=adv_li_tt",2012,4.8,11153," Action, Adventure, Horror, Thriller","18","USA,Chile","Spanish,English",2e+06,40179,89
"Against the Sun","http://www.imdb.com/title/tt2557276/?ref_=adv_li_tt",2014,6.5,5276," Biography, Drama, War","12","USA","English",NA,3023,100
"Age of Heroes","http://www.imdb.com/title/tt1590950/?ref_=adv_li_tt",2011,5.6,9442," Action, Adventure, Drama, Thriller, War","15","UK","English,Norwegian",NA,NA,90
"Agent Sai Srinivasa Athreya","http://www.imdb.com/title/tt10214826/?ref_=adv_li_tt",2019,8.4,6125," Action, Comedy, Crime, Thriller","","India","Telugu",20000,NA,148
"Agent Vinod","http://www.imdb.com/title/tt1395025/?ref_=adv_li_tt",2012,5.2,7026," Action, Adventure, Thriller","12A","India","Hindi",NA,427043,157
"Agneepath","http://www.imdb.com/title/tt1849718/?ref_=adv_li_tt",2012,6.9,22107," Action, Drama","15","India","Hindi,Marathi,English",NA,1140464,174
"The Handmaiden","http://www.imdb.com/title/tt4016934/?ref_=adv_li_tt",2016,8.1,108640," Drama, Romance, Thriller","18","South Korea","Korean,Japanese",NA,92129,145
"The Wild Pear Tree","http://www.imdb.com/title/tt6628102/?ref_=adv_li_tt",2018,8.1,19470," Drama","15","Turkey,Republic of North Macedonia,France,Germany,Bosnia and Herzegovina,Bulgaria,Sweden,Qatar","Turkish",NA,4923,188
"Aile Arasinda","http://www.imdb.com/title/tt7642818/?ref_=adv_li_tt",2017,7.7,19641," Comedy","12A","Turkey","Turkish",NA,NA,124
"Ailecek Saskiniz","http://www.imdb.com/title/tt7748426/?ref_=adv_li_tt",2018,6.2,6329," Comedy","15","Turkey","Turkish,Italian,French",NA,NA,113
"Ain't Them Bodies Saints","http://www.imdb.com/title/tt2388637/?ref_=adv_li_tt",2013,6.4,20351," Crime, Drama, Romance","15","USA","English",NA,26419,96
"Air","http://www.imdb.com/title/tt2091478/?ref_=adv_li_tt",2015,5.1,11643," Drama, Sci-Fi, Thriller","12","USA","English",NA,NA,95
"Airlift","http://www.imdb.com/title/tt4387040/?ref_=adv_li_tt",2016,8,52383," Drama, History","12A","India","Hindi",4400000,NA,130
"The Man from Nowhere","http://www.imdb.com/title/tt1527788/?ref_=adv_li_tt",2010,7.8,61838," Action, Crime, Drama, Thriller","18","South Korea","Korean,English",NA,35751,119
"The Gangster, the Cop, the Devil","http://www.imdb.com/title/tt10208198/?ref_=adv_li_tt",2019,6.9,7169," Action, Crime, Drama, Thriller","15","South Korea,USA","Korean,English",NA,78655,109
"The Villainess","http://www.imdb.com/title/tt6777338/?ref_=adv_li_tt",2017,6.7,11890," Action, Crime, Drama, Thriller","18","South Korea","Korean",NA,4238,124
"Lesson of the Evil","http://www.imdb.com/title/tt2294473/?ref_=adv_li_tt",2012,6.6,5436," Horror, Thriller","18","Japan","Japanese",NA,NA,129
"At the End of the Tunnel","http://www.imdb.com/title/tt5133308/?ref_=adv_li_tt",2016,7.1,11923," Crime, Drama, Thriller","","Argentina,Spain","Spanish",NA,NA,120
"Ala Vaikunthapurramuloo","http://www.imdb.com/title/tt9537292/?ref_=adv_li_tt",2020,7.1,6886," Action, Drama","12A","India","Telugu",NA,NA,163
"Aladdin","http://www.imdb.com/title/tt6139732/?ref_=adv_li_tt",2019,7,221235," Adventure, Family, Fantasy, Musical, Romance","PG","UK,USA,Australia","English,Arabic",1.83e+08,91500929,128
"Alan Partridge: Alpha Papa","http://www.imdb.com/title/tt0469021/?ref_=adv_li_tt",2013,6.9,29489," Action, Comedy, Crime","15","UK","English",NA,12664,90
"Albatross","http://www.imdb.com/title/tt1541149/?ref_=adv_li_tt",2011,6.4,5068," Drama","15","UK","English",NA,NA,90
"Albert Nobbs","http://www.imdb.com/title/tt1602098/?ref_=adv_li_tt",2011,6.7,23312," Drama, Romance","15","UK,Ireland,France,USA","English",8e+06,696088,113
"Alex Cross","http://www.imdb.com/title/tt1712170/?ref_=adv_li_tt",2012,5.2,32233," Action, Crime, Mystery, Thriller","15","USA,France","English,German",3.5e+07,11396768,101
"Alex Strangelove","http://www.imdb.com/title/tt5688996/?ref_=adv_li_tt",2018,6.3,14508," Comedy, Drama, Romance","15","USA","English",NA,NA,99
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","http://www.imdb.com/title/tt1698641/?ref_=adv_li_tt",2014,6.2,40318," Comedy, Family","PG","USA","English",2.8e+07,18360230,81
"Ali Baba ve 7 Cüceler","http://www.imdb.com/title/tt4728338/?ref_=adv_li_tt",2015,5.8,18333," Action, Comedy, Drama","","Turkey","Turkish,Azerbaijani,Russian,English,Spanish,Japanese,French,Arabic",NA,NA,114
"Alibi.com","http://www.imdb.com/title/tt5657028/?ref_=adv_li_tt",2017,6.5,7066," Comedy","","France","French",NA,NA,90
"Alice Through the Looking Glass","http://www.imdb.com/title/tt2567026/?ref_=adv_li_tt",2016,6.2,91552," Adventure, Family, Fantasy","PG","USA,UK","English",1.7e+08,26858726,113
"Alice in Wonderland","http://www.imdb.com/title/tt1014759/?ref_=adv_li_tt",2010,6.4,380180," Adventure, Family, Fantasy","PG","USA,UK","English",2e+08,116101023,108
"Alien Abduction","http://www.imdb.com/title/tt2510434/?ref_=adv_li_tt",2014,4.9,7926," Horror, Sci-Fi, Thriller","15","USA","English",NA,10514,85
"Alien: Covenant","http://www.imdb.com/title/tt2316204/?ref_=adv_li_tt",2017,6.4,251205," Horror, Sci-Fi, Thriller","15","USA,UK","English",9.7e+07,36160621,122
"Aligarh","http://www.imdb.com/title/tt5121000/?ref_=adv_li_tt",2015,7.8,5856," Biography, Drama","","India","Hindi",NA,NA,NA
"Alita: Battle Angel","http://www.imdb.com/title/tt0437086/?ref_=adv_li_tt",2019,7.3,222748," Action, Adventure, Sci-Fi, Thriller","12A","USA,Japan,Canada","English,Spanish",1.7e+08,28525613,122
"All Cheerleaders Die","http://www.imdb.com/title/tt2527186/?ref_=adv_li_tt",2013,5.1,8233," Comedy, Fantasy, Horror","15","USA","English",NA,NA,89
"All Eyez on Me","http://www.imdb.com/title/tt1666185/?ref_=adv_li_tt",2017,5.8,20899," Biography, Drama, Music","15","USA","English",4e+07,26435354,139
"All Good Things","http://www.imdb.com/title/tt1175709/?ref_=adv_li_tt",2010,6.3,52305," Crime, Drama, Mystery, Romance, Thriller","15","USA","English",NA,37172,101
"All Hallows' Eve","http://www.imdb.com/title/tt2900624/?ref_=adv_li_tt",2013,5,5845," Horror, Thriller","18","USA","English",5e+05,NA,83
"All I See Is You","http://www.imdb.com/title/tt4486986/?ref_=adv_li_tt",2016,5.4,10512," Drama, Mystery, Romance","15","USA,Thailand","English",3e+07,144076,109
"All Is Bright","http://www.imdb.com/title/tt1462901/?ref_=adv_li_tt",2013,5.6,5707," Comedy, Drama","15","USA","English",NA,4556,107
"All Is Lost","http://www.imdb.com/title/tt2017038/?ref_=adv_li_tt",2013,6.9,75529," Action, Adventure, Drama","12A","USA","English",9e+06,93583,106
"All Nighter","http://www.imdb.com/title/tt4662420/?ref_=adv_li_tt",2017,5.7,6248," Comedy, Drama","15","USA","English",NA,NA,86
"All Roads Lead to Rome","http://www.imdb.com/title/tt4119278/?ref_=adv_li_tt",2015,4.9,5093," Comedy, Drama, Romance","12","Italy,Spain,USA,UK,Sweden","English,Italian",NA,NA,90
"All the Bright Places","http://www.imdb.com/title/tt3907584/?ref_=adv_li_tt",2020,6.5,18703," Drama, Romance","15","USA","English",NA,NA,107
"All the Money in the World","http://www.imdb.com/title/tt5294550/?ref_=adv_li_tt",2017,6.8,73088," Biography, Crime, Drama, Mystery, Thriller","15","USA,Italy,UK,China","English,Italian,Arabic",5e+07,5584684,132
"Allegiant","http://www.imdb.com/title/tt3410834/?ref_=adv_li_tt",2016,5.7,107249," Action, Adventure, Mystery, Sci-Fi, Thriller","12A","USA","English",1.1e+08,29027348,120
"Allied","http://www.imdb.com/title/tt3640424/?ref_=adv_li_tt",2016,7.1,139252," Action, Drama, Romance, Thriller, War","15","UK,USA","English,French,German,Arabic",8.5e+07,12701743,124
"Almanya - Willkommen in Deutschland","http://www.imdb.com/title/tt1630027/?ref_=adv_li_tt",2011,7.2,6505," Comedy, Drama","","Germany","German,Turkish",NA,NA,101
"Almost Christmas","http://www.imdb.com/title/tt4649416/?ref_=adv_li_tt",2016,6.1,5789," Comedy, Drama","12A","USA,China","English",1.7e+07,15134235,111
"Aloha","http://www.imdb.com/title/tt1243974/?ref_=adv_li_tt",2015,5.4,61765," Comedy, Drama, Romance","12A","USA","English,Hawaiian,Russian",3.7e+07,9670235,105
"Aloko Udapadi","http://www.imdb.com/title/tt5963218/?ref_=adv_li_tt",2017,9,6631," Drama, History","","Sri Lanka","Sinhalese,Tamil",NA,NA,NA
"Alone in Berlin","http://www.imdb.com/title/tt3026488/?ref_=adv_li_tt",2016,6.5,7992," Drama, History, War","12A","UK,France,Germany","English",NA,8869,103
"Alps","http://www.imdb.com/title/tt1859446/?ref_=adv_li_tt",2011,6.4,10262," Drama","15","Greece,France,Canada,USA","Greek,English",NA,2628,93
"Alpha","http://www.imdb.com/title/tt4244998/?ref_=adv_li_tt",2018,6.7,54015," Action, Adventure, Drama","12A","USA,Canada,China","English",5.1e+07,10352512,96
"Alpha and Omega","http://www.imdb.com/title/tt1213012/?ref_=adv_li_tt",2010,5.2,13241," Animation, Adventure, Comedy, Family, Romance","U","USA,India,Canada","English",2e+07,9106906,90
"Already Tomorrow in Hong Kong","http://www.imdb.com/title/tt3700804/?ref_=adv_li_tt",2015,6.5,5116," Comedy, Romance","","USA,Hong Kong","English",NA,14966,78
"Altitude","http://www.imdb.com/title/tt1407049/?ref_=adv_li_tt",2010,4.8,9781," Horror, Mystery, Sci-Fi, Thriller","15","Canada,USA","English",NA,NA,90
"Alvin and the Chipmunks: Chipwrecked","http://www.imdb.com/title/tt1615918/?ref_=adv_li_tt",2011,4.3,31023," Animation, Adventure, Comedy, Family, Musical","U","USA","English",7.5e+07,23244744,87
"Alvin and the Chipmunks: The Road Chip","http://www.imdb.com/title/tt2974918/?ref_=adv_li_tt",2015,5,16555," Animation, Adventure, Comedy, Family, Fantasy, Music","U","USA","English,Spanish",9e+07,14287159,92
"Always Be My Maybe","http://www.imdb.com/title/tt7374948/?ref_=adv_li_tt",2019,6.8,44702," Comedy, Romance","12","USA","English",NA,NA,101
"American Animals","http://www.imdb.com/title/tt6212478/?ref_=adv_li_tt",2018,7,37239," Biography, Crime, Drama, History, Thriller","15","UK,USA","English,Dutch",NA,134793,116
"American Assassin","http://www.imdb.com/title/tt1961175/?ref_=adv_li_tt",2017,6.2,69113," Action, Thriller","18","USA","English,Spanish,Arabic,Polish,Turkish,Russian,Italian,Persian",3.3e+07,14846778,111
"American Heist","http://www.imdb.com/title/tt2923316/?ref_=adv_li_tt",2014,5,16246," Action, Crime, Drama, Thriller","15","Canada,Luxembourg","English",1e+07,NA,94
"American Honey","http://www.imdb.com/title/tt3721936/?ref_=adv_li_tt",2016,7,37739," Drama, Romance","15","UK,USA","English",NA,71203,163
"American Hustle","http://www.imdb.com/title/tt1800241/?ref_=adv_li_tt",2013,7.2,444074," Crime, Drama","15","USA,China","English,Arabic",4e+07,740455,138
"American Made","http://www.imdb.com/title/tt3532216/?ref_=adv_li_tt",2017,7.2,156047," Action, Biography, Comedy, Crime, Drama","15","USA,Japan,Colombia","English,Spanish",5e+07,16776390,115
"American Mary","http://www.imdb.com/title/tt1959332/?ref_=adv_li_tt",2012,6.3,22272," Drama, Horror","18","Canada","English,Hungarian,German",NA,NA,103
"American Pastoral","http://www.imdb.com/title/tt0376479/?ref_=adv_li_tt",2016,6.1,15023," Crime, Drama","15","Hong Kong,USA","English,Hebrew",NA,149038,108
"American Reunion","http://www.imdb.com/title/tt1605630/?ref_=adv_li_tt",2012,6.7,201495," Comedy","15","USA","English",5e+07,21514080,113
"American Sniper","http://www.imdb.com/title/tt2179136/?ref_=adv_li_tt",2014,7.3,434334," Action, Biography, Drama, War","15","USA","English,Arabic",58800000,633456,133
"American Son","http://www.imdb.com/title/tt9664078/?ref_=adv_li_tt",2019,5.7,6084," Drama","15","USA","English",NA,NA,90
"American Ultra","http://www.imdb.com/title/tt3316948/?ref_=adv_li_tt",2015,6.1,83792," Action, Comedy","15","USA,Switzerland","English,Mandarin",2.8e+07,5454284,96
"Amityville: The Awakening","http://www.imdb.com/title/tt1935897/?ref_=adv_li_tt",2017,4.8,12699," Horror, Thriller","15","USA","English",NA,742,87
"Amour","http://www.imdb.com/title/tt1602620/?ref_=adv_li_tt",2012,7.9,92031," Drama, Romance","12A","Austria,France,Germany","French,English",8900000,68266,127
"Amsal","http://www.imdb.com/title/tt3501416/?ref_=adv_li_tt",2015,7.3,5793," Action, Drama, Thriller","","South Korea","Korean,English,Japanese,Cantonese,Mandarin,French,Korean Sign Language",NA,287700,140
"Sweet Bean","http://www.imdb.com/title/tt4298958/?ref_=adv_li_tt",2015,7.4,9138," Drama","PG","Japan,France,Germany","Japanese",NA,4630,113
"American Pickle","http://www.imdb.com/title/tt9059704/?ref_=adv_li_tt",2020,5.7,13365," Comedy","12A","USA","English,Hebrew",NA,NA,88
"An...","http://www.imdb.com/title/tt2400283/?ref_=adv_li_tt",2012,6.9,7441," Drama, Romance","","Greece","Greek",NA,NA,111
"Anchorman 2: The Legend Continues","http://www.imdb.com/title/tt1229340/?ref_=adv_li_tt",2013,6.3,167250," Comedy","15","USA","English",5e+07,26232425,119
"And So It Goes","http://www.imdb.com/title/tt2465146/?ref_=adv_li_tt",2014,5.8,12699," Comedy, Drama, Romance","12","USA","English",1.8e+07,4642329,94
"And Soon the Darkness","http://www.imdb.com/title/tt1391034/?ref_=adv_li_tt",2010,5.2,16424," Drama, Horror, Mystery, Thriller","15","USA,Argentina,France","English,Spanish",NA,NA,91
"And Then We Danced","http://www.imdb.com/title/tt8963708/?ref_=adv_li_tt",2019,7.8,8391," Drama, Romance","15","Sweden,Georgia,France","Georgian",NA,13880,113
"Andhadhun","http://www.imdb.com/title/tt8108198/?ref_=adv_li_tt",2018,8.3,68601," Crime, Drama, Music, Mystery, Thriller","12A","India","Hindi,English",4500000,278677,139
"I Saw the Devil","http://www.imdb.com/title/tt1588170/?ref_=adv_li_tt",2010,7.8,108765," Action, Crime, Drama, Horror, Thriller","18","South Korea","Korean",NA,13567,144
"Angel Has Fallen","http://www.imdb.com/title/tt6189022/?ref_=adv_li_tt",2019,6.4,75680," Action, Thriller","15","USA","English",4e+07,21380987,121
"Angel of Mine","http://www.imdb.com/title/tt7058080/?ref_=adv_li_tt",2019,6.4,7861," Drama, Mystery, Thriller","15","Australia,USA","English",NA,NA,98
"Angrezi Medium","http://www.imdb.com/title/tt8907986/?ref_=adv_li_tt",2020,7.3,10077," Comedy, Drama","12A","India","Hindi",NA,NA,145
"Angry Birds","http://www.imdb.com/title/tt1985949/?ref_=adv_li_tt",2016,6.3,79272," Animation, Action, Adventure, Comedy, Family","U","Finland,USA","English",7.3e+07,38155177,97
"Angry Video Game Nerd: The Movie","http://www.imdb.com/title/tt2123146/?ref_=adv_li_tt",2014,5.6,6859," Adventure, Comedy, Sci-Fi","","USA","English",325927,NA,115
"Aniara","http://www.imdb.com/title/tt7589524/?ref_=adv_li_tt",2018,6.2,5754," Drama, Sci-Fi","18","Sweden,Denmark,USA","Swedish,Spanish,English",NA,19297,106
"Animal","http://www.imdb.com/title/tt2996684/?ref_=adv_li_tt",2014,4.7,6273," Action, Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","","USA","English",NA,NA,86
"Animal Kingdom","http://www.imdb.com/title/tt1313092/?ref_=adv_li_tt",2010,7.3,54323," Crime, Drama","15","Australia","English",NA,61968,113
"Anjaana Anjaani","http://www.imdb.com/title/tt1499201/?ref_=adv_li_tt",2010,5.8,6203," Comedy, Drama, Musical, Romance","18","India","Hindi",NA,517608,151
"Ankhon Dekhi","http://www.imdb.com/title/tt3614516/?ref_=adv_li_tt",2013,8,9942," Comedy, Drama","","India","Hindi",NA,NA,107
"Mindscape","http://www.imdb.com/title/tt1715336/?ref_=adv_li_tt",2013,6.5,21336," Drama, Mystery, Sci-Fi, Thriller","15","Spain,USA,UK,France","English",7e+06,2541,99
