"title","link","year","rating","n_ratings","genre","cert","country","lang","budget","opening_week","runtime"
"Jolly LLB","http://www.imdb.com/title/tt2621000/?ref_=adv_li_tt",2013,7.5,17323," Comedy, Drama","","India","Hindi",NA,NA,135
"Jolly LLB 2","http://www.imdb.com/title/tt5982852/?ref_=adv_li_tt",2017,7.2,21843," Comedy, Drama","12A","India","Hindi,Kashmiri",NA,774355,137
"Jonah Hex","http://www.imdb.com/title/tt1075747/?ref_=adv_li_tt",2010,4.7,54995," Action, Drama, Fantasy, Thriller, Western","15","USA","English",4.7e+07,5379365,81
"Duplicate","http://www.imdb.com/title/tt5639446/?ref_=adv_li_tt",2018,5.9,5323," Drama, Sci-Fi","15","USA","English",NA,NA,95
"Journal 64","http://www.imdb.com/title/tt6916362/?ref_=adv_li_tt",2018,7.4,12044," Crime, Mystery, Thriller","","Denmark,Germany","Danish,Arabic,Spanish,German",NA,NA,119
"Journey 2: The Mysterious Island","http://www.imdb.com/title/tt1397514/?ref_=adv_li_tt",2012,5.8,91938," Action, Adventure, Family, Fantasy, Sci-Fi","PG","USA","English",7.9e+07,27335363,94
"Journey's End","http://www.imdb.com/title/tt3780500/?ref_=adv_li_tt",2017,6.7,7581," Drama, War","12A","UK","English,German,French",NA,11798,107
"Joy","http://www.imdb.com/title/tt2446980/?ref_=adv_li_tt",2015,6.6,126779," Biography, Drama","12A","USA","English,Spanish,French",6e+07,17015168,124
"Joyful Noise","http://www.imdb.com/title/tt1710396/?ref_=adv_li_tt",2012,5.8,7876," Comedy, Drama, Music","PG","USA","English",2.5e+07,11225190,118
"Juan of the Dead","http://www.imdb.com/title/tt1838571/?ref_=adv_li_tt",2011,6.4,9787," Action, Adventure, Comedy, Fantasy, Horror, Sci-Fi, Thriller","15","Spain,Cuba","Spanish,English",NA,12000,92
"Mental Hai Kya","http://www.imdb.com/title/tt8108196/?ref_=adv_li_tt",2019,6,5004," Comedy, Drama, Mystery, Thriller","15","India","Hindi",NA,NA,121
"Judwaa 2","http://www.imdb.com/title/tt5456546/?ref_=adv_li_tt",2017,3.8,8287," Action, Comedy","12A","India","Hindi",NA,638045,145
"Judy","http://www.imdb.com/title/tt7549996/?ref_=adv_li_tt",2019,6.8,38369," Biography, Drama, Romance","12A","UK,France,USA","English",NA,2916548,118
"Skiptrace","http://www.imdb.com/title/tt2238032/?ref_=adv_li_tt",2016,5.7,19038," Action, Adventure, Comedy, Crime, Thriller","12","China,Hong Kong,Netherlands,USA","Mandarin,English,Mongolian",3.2e+07,NA,107
"Jug Face","http://www.imdb.com/title/tt2620736/?ref_=adv_li_tt",2013,5.2,6696," Drama, Horror, Thriller","15","USA","English",NA,NA,NA
"Juliet, Naked","http://www.imdb.com/title/tt5607096/?ref_=adv_li_tt",2018,6.6,18568," Comedy, Drama, Music, Romance","15","USA,UK","English",NA,60886,97
"Julieta","http://www.imdb.com/title/tt4326444/?ref_=adv_li_tt",2016,7.1,28446," Drama, Mystery, Romance","15","Spain","Spanish",NA,64044,99
"Jumanji: The Next Level","http://www.imdb.com/title/tt7975244/?ref_=adv_li_tt",2019,6.7,178738," Action, Adventure, Comedy, Fantasy","12A","USA","English",1.25e+08,59251543,123
"Jumanji: Welcome to the Jungle","http://www.imdb.com/title/tt2283362/?ref_=adv_li_tt",2017,6.9,313701," Action, Adventure, Comedy, Fantasy","12A","USA,India,Canada,UK,Australia,Germany","English",9e+07,36169328,119
"Jumping the Broom","http://www.imdb.com/title/tt1640484/?ref_=adv_li_tt",2011,5.7,10039," Comedy, Drama","12","USA","English",6600000,15215487,112
"Jungle","http://www.imdb.com/title/tt3758172/?ref_=adv_li_tt",2017,6.7,45830," Action, Adventure, Biography, Drama, Thriller","15","Australia,Colombia,UK","English,Spanish,German",NA,NA,115
"Jupiter Ascending","http://www.imdb.com/title/tt1617661/?ref_=adv_li_tt",2015,5.3,177508," Action, Adventure, Sci-Fi","12A","USA,Australia","English,Russian",1.76e+08,18372372,127
"Jurassic World","http://www.imdb.com/title/tt0369610/?ref_=adv_li_tt",2015,7,573918," Action, Adventure, Sci-Fi","12A","USA","English",1.5e+08,208806270,124
"Jurassic World: Fallen Kingdom","http://www.imdb.com/title/tt4881806/?ref_=adv_li_tt",2018,6.2,261307," Action, Adventure, Sci-Fi","12A","USA","English,Russian",1.7e+08,148024610,128
"The Decline","http://www.imdb.com/title/tt10307440/?ref_=adv_li_tt",2020,5.9,6428," Action, Thriller","15","Canada","French",NA,NA,83
"Custody","http://www.imdb.com/title/tt6002232/?ref_=adv_li_tt",2017,7.5,7964," Drama","15","France","French",NA,4947,93
"Just Before I Go","http://www.imdb.com/title/tt2980472/?ref_=adv_li_tt",2014,6.4,17573," Comedy, Drama","18","USA,Motion Picture & Television Country House and Hospital - 23388 Mulholland Dr, Woodland Hills, California, USA","English",NA,8129,95
"Just Getting Started","http://www.imdb.com/title/tt5721088/?ref_=adv_li_tt",2017,4.5,6129," Comedy, Crime","","USA","English",2.2e+07,3201459,91
"Just Go with It","http://www.imdb.com/title/tt1564367/?ref_=adv_li_tt",2011,6.4,219193," Comedy, Romance","12A","USA","English",8e+07,30514732,117
"Just Mercy","http://www.imdb.com/title/tt4916630/?ref_=adv_li_tt",2019,7.6,42670," Biography, Crime, Drama","12A","USA","English",2.5e+07,107858,137
"Just Wright","http://www.imdb.com/title/tt1407061/?ref_=adv_li_tt",2010,5.9,13320," Comedy, Romance, Sport","PG","USA","English",NA,8284989,101
"It's Only the End of the World","http://www.imdb.com/title/tt4645368/?ref_=adv_li_tt",2016,6.9,20541," Drama","15","Canada,France","French,English",7400000,NA,97
"Justice League","http://www.imdb.com/title/tt0974015/?ref_=adv_li_tt",2017,6.3,376732," Action, Adventure, Fantasy, Sci-Fi","12A","USA,Canada,UK","English,Irish,Russian,Icelandic",3e+08,93842239,120
"Justice League vs. the Fatal Five","http://www.imdb.com/title/tt8752474/?ref_=adv_li_tt",2019,6.5,6910," Animation, Action, Fantasy, Sci-Fi","12","USA","English",NA,NA,77
"Justin and the Knights of Valour","http://www.imdb.com/title/tt1639826/?ref_=adv_li_tt",2013,6,5616," Animation, Adventure, Family","PG","Spain,UK,Netherlands","English",2.4e+07,NA,90
"South Wind","http://www.imdb.com/title/tt5207158/?ref_=adv_li_tt",2018,8.1,9588," Crime, Drama, Thriller","18","Serbia","Serbian,Bulgarian",NA,NA,130
"13 Assassins","http://www.imdb.com/title/tt1436045/?ref_=adv_li_tt",2010,7.6,61406," Action, Adventure, Drama","15","Japan,UK","Japanese",6e+06,45854,141
"K.G.F","http://www.imdb.com/title/tt7838252/?ref_=adv_li_tt",2018,8.2,33514," Action, Drama","15","India","Kannada",NA,NA,156
"Kaabil","http://www.imdb.com/title/tt5460276/?ref_=adv_li_tt",2017,7.1,23957," Action, Crime, Drama, Thriller","15","India","Hindi",NA,NA,NA
"Kaakkaa Muttai","http://www.imdb.com/title/tt3973410/?ref_=adv_li_tt",2014,8.4,5393," Comedy, Drama","PG","India","Tamil",NA,NA,91
"Kaala","http://www.imdb.com/title/tt6929642/?ref_=adv_li_tt",2018,6.7,7663," Action, Drama","12A","India","Tamil",NA,NA,162
"Kabali","http://www.imdb.com/title/tt5071886/?ref_=adv_li_tt",2016,6.2,11360," Action, Crime, Drama","15","India","Tamil,Telugu,Hindi,English,Malayalam,Mandarin,French",NA,2157621,153
"Kabir Singh","http://www.imdb.com/title/tt8983202/?ref_=adv_li_tt",2019,7.1,25684," Crime, Drama, Romance","15","India","Hindi",8500000,NA,173
"Kaboom","http://www.imdb.com/title/tt1523483/?ref_=adv_li_tt",2010,5.7,12376," Comedy, Mystery, Romance, Sci-Fi, Thriller","15","USA,France","English",NA,13714,86
"The Tale of the Princess Kaguya","http://www.imdb.com/title/tt2576852/?ref_=adv_li_tt",2013,8,37453," Animation, Adventure, Drama, Family, Fantasy","U","Japan","Japanese",NA,54915,137
"Kahaani","http://www.imdb.com/title/tt1821480/?ref_=adv_li_tt",2012,8.1,57086," Mystery, Thriller","15","India","Hindi",NA,NA,122
"Kai po che!","http://www.imdb.com/title/tt2213054/?ref_=adv_li_tt",2013,7.7,31549," Drama, Sport","12A","India","Hindi",NA,522765,130
"Kaithi","http://www.imdb.com/title/tt9900782/?ref_=adv_li_tt",2019,8.5,10011," Action, Thriller","12A","India","Tamil",NA,NA,145
"Kajaki","http://www.imdb.com/title/tt3622120/?ref_=adv_li_tt",2014,7.1,11917," Adventure, Biography, Drama, Thriller, War","15","UK","English",NA,NA,108
"How I Ended This Summer","http://www.imdb.com/title/tt1588875/?ref_=adv_li_tt",2010,7,6436," Drama","12","Russia","Russian",2500000,4968,130
"Kalank","http://www.imdb.com/title/tt6988116/?ref_=adv_li_tt",2019,3.5,11637," Drama, Romance","12A","India","Hindi",NA,1276581,166
"One Cut of the Dead","http://www.imdb.com/title/tt7914416/?ref_=adv_li_tt",2017,7.7,16781," Comedy, Horror","15","Japan","Japanese",NA,6360,96
"Kapoor & Sons","http://www.imdb.com/title/tt4900716/?ref_=adv_li_tt",2016,7.7,22895," Comedy, Drama, Family, Romance","12A","India","Hindi",NA,986992,132
"A Hijacking","http://www.imdb.com/title/tt2216240/?ref_=adv_li_tt",2012,7.2,15709," Drama, Thriller","15","Denmark","Danish,English,Somali",NA,39392,103
"Kara Bela","http://www.imdb.com/title/tt4974684/?ref_=adv_li_tt",2015,6.9,7946," Action, Adventure, Comedy, Drama","","Turkey","Turkish",NA,NA,105
"Colourful","http://www.imdb.com/title/tt1677561/?ref_=adv_li_tt",2010,7.4,5276," Animation, Drama, Fantasy, Mystery","","Japan","Japanese",NA,NA,126
"Karakomik Filmler: 2 Arada","http://www.imdb.com/title/tt8456098/?ref_=adv_li_tt",2019,6.4,9607," Comedy, Drama","15","Turkey","Turkish",NA,NA,60
"Karakomik Filmler: Deli","http://www.imdb.com/title/tt11416594/?ref_=adv_li_tt",2020,6.5,5181," Comedy, Drama","","Turkey","Turkish",NA,NA,60
"Karakomik Filmler: Kacamak","http://www.imdb.com/title/tt8865546/?ref_=adv_li_tt",2019,5.5,7431," Comedy","15","Turkey","Turkish,English",NA,NA,60
"Arrietty","http://www.imdb.com/title/tt1568921/?ref_=adv_li_tt",2010,7.6,79169," Animation, Adventure, Family, Fantasy","U","Japan","Japanese",2.3e+07,6446395,94
"Karthik Calling Karthik","http://www.imdb.com/title/tt1373156/?ref_=adv_li_tt",2010,7.1,10404," Drama, Mystery, Thriller","12A","India","Hindi,Urdu",NA,179643,135
"Kartoffelsalat","http://www.imdb.com/title/tt4404474/?ref_=adv_li_tt",2015,1.3,6555," Comedy, Horror","","Germany","German",NA,NA,81
"Karwaan","http://www.imdb.com/title/tt7919680/?ref_=adv_li_tt",2018,7.5,12640," Comedy, Drama","12A","India","Hindi",NA,98460,114
"Kaththi","http://www.imdb.com/title/tt3801314/?ref_=adv_li_tt",2014,7.9,17221," Action, Drama","12A","India","Tamil",NA,NA,166
"Kaybedenler Kulübü","http://www.imdb.com/title/tt1808223/?ref_=adv_li_tt",2011,7.6,21236," Comedy, Drama, Romance","","Turkey","Turkish",NA,NA,NA
"The Wind Rises","http://www.imdb.com/title/tt2013293/?ref_=adv_li_tt",2013,7.8,71792," Animation, Biography, Drama, History, Romance, War","PG","Japan,France,USA","Japanese,German,Italian,French,English",3e+07,313751,126
"Keanu","http://www.imdb.com/title/tt4139124/?ref_=adv_li_tt",2016,6.3,45231," Action, Comedy, Crime","15","USA","English",1.5e+07,9453224,100
"Kedarnath","http://www.imdb.com/title/tt7027278/?ref_=adv_li_tt",2018,6.6,9315," Drama, Romance","12A","India","Hindi",NA,407118,116
"Keep the Lights On","http://www.imdb.com/title/tt2011953/?ref_=adv_li_tt",2012,6.4,5310," Drama, Romance","18","USA","English,Danish",NA,55574,101
"The Vanishing","http://www.imdb.com/title/tt4131496/?ref_=adv_li_tt",2018,5.8,13398," Crime, Drama, Mystery, Thriller","15","UK","English,Swedish",NA,NA,107
"Keeping Up with the Joneses","http://www.imdb.com/title/tt2387499/?ref_=adv_li_tt",2016,5.9,56884," Action, Comedy","12A","USA","English,Hebrew,Mandarin",4e+07,5461475,105
"The Butterfly's Dream","http://www.imdb.com/title/tt2608224/?ref_=adv_li_tt",2013,7.8,19656," Biography, Drama, History, Romance","12A","Turkey","Turkish",1.5e+07,NA,138
"Butterflies","http://www.imdb.com/title/tt7318202/?ref_=adv_li_tt",2018,7.4,11254," Comedy, Drama","","Turkey","Turkish",NA,NA,117
"Kesari","http://www.imdb.com/title/tt6264938/?ref_=adv_li_tt",2019,7.4,14137," Action, Drama, History, War","15","India","Hindi",NA,NA,150
"Khaali Peeli","http://www.imdb.com/title/tt10885444/?ref_=adv_li_tt",2020,2.2,6713," Action, Comedy, Romance","","India","Hindi",NA,NA,NA
"Khaleja","http://www.imdb.com/title/tt1582519/?ref_=adv_li_tt",2010,7.5,8074," Action, Comedy, Fantasy","","India","Telugu",NA,NA,170
"Khatta Meetha","http://www.imdb.com/title/tt1455811/?ref_=adv_li_tt",2010,5.7,9445," Comedy, Crime, Drama","12A","India","Hindi",NA,309211,157
"Khiladi 786","http://www.imdb.com/title/tt2166214/?ref_=adv_li_tt",2012,4.2,6224," Action, Comedy","12A","India","Hindi",NA,228967,141
"Khoobsurat","http://www.imdb.com/title/tt3554418/?ref_=adv_li_tt",2014,6.4,7541," Comedy, Romance","PG","India","Hindi",NA,345085,130
"Khuda Haafiz","http://www.imdb.com/title/tt7363104/?ref_=adv_li_tt",2020,7.2,13911," Action, Drama, Thriller","15","India","Hindi",NA,NA,133
"Khumba","http://www.imdb.com/title/tt1487931/?ref_=adv_li_tt",2013,5.7,5511," Animation, Adventure, Family","U","South Africa","English",2e+07,1029,85
"Ki & Ka","http://www.imdb.com/title/tt4744086/?ref_=adv_li_tt",2016,5.8,5198," Comedy, Romance","12A","India","Hindi,Tamil,Telugu",NA,439521,126
"Kiborgy. Heroyi ne vmyrayut","http://www.imdb.com/title/tt7691572/?ref_=adv_li_tt",2017,7.9,6574," Action, Drama, War","15","Ukraine","Ukrainian,Russian",1700000,NA,112
"Kick","http://www.imdb.com/title/tt2372222/?ref_=adv_li_tt",2014,5.3,23739," Action, Comedy","12A","India","Hindi",NA,1071373,146
"Kick-Ass","http://www.imdb.com/title/tt1250777/?ref_=adv_li_tt",2010,7.6,520936," Action, Comedy, Crime","15","UK,USA,China","English",3e+07,19828687,117
"Kick-Ass 2","http://www.imdb.com/title/tt1650554/?ref_=adv_li_tt",2013,6.5,252849," Action, Comedy, Crime, Thriller","15","UK,USA,Japan","English",2.8e+07,13332955,103
"Kickboxer: Vengeance","http://www.imdb.com/title/tt3082898/?ref_=adv_li_tt",2016,4.9,10351," Action, Crime, Drama, Sport","15","USA","English",1e+07,NA,90
"Kid Cannabis","http://www.imdb.com/title/tt0780548/?ref_=adv_li_tt",2014,6.4,9400," Biography, Comedy, Crime, Drama","18","USA","English",5e+06,5565,110
"Kidnap","http://www.imdb.com/title/tt1458169/?ref_=adv_li_tt",2017,5.9,33370," Action, Crime, Drama, Thriller","15","USA","English",2.1e+07,10016323,95
"Kidnapping Freddy Heineken","http://www.imdb.com/title/tt2917388/?ref_=adv_li_tt",2015,6.1,19374," Action, Crime, Drama, Thriller","15","Netherlands,Belgium,UK,USA","English,Dutch,German",NA,NA,95
"Kiki, el amor se hace","http://www.imdb.com/title/tt4922692/?ref_=adv_li_tt",2016,6.5,5541," Comedy, Romance","","Spain","Spanish,English,Spanish Sign Language",NA,3954,102
"Kill Bill: The Whole Bloody Affair","http://www.imdb.com/title/tt6019206/?ref_=adv_li_tt",2011,8.8,5563," Action, Crime, Thriller","18","USA","",NA,NA,247
"Kill Command","http://www.imdb.com/title/tt2667380/?ref_=adv_li_tt",2016,5.7,13036," Action, Horror, Sci-Fi, Thriller","15","UK","English",NA,NA,99
"Kill List","http://www.imdb.com/title/tt1788391/?ref_=adv_li_tt",2011,6.4,36101," Action, Crime, Horror, Mystery, Thriller","18","UK","English,Swedish",NA,9838,95
"Kill Me Three Times","http://www.imdb.com/title/tt2393845/?ref_=adv_li_tt",2014,5.9,20551," Action, Comedy, Crime, Thriller","15","USA,Australia","English",NA,15477,90
"Kill Switch","http://www.imdb.com/title/tt5464234/?ref_=adv_li_tt",2017,4.8,6836," Action, Sci-Fi, Thriller","15","Netherlands,Germany,USA","English",NA,NA,91
"Kill Your Darlings","http://www.imdb.com/title/tt1311071/?ref_=adv_li_tt",2013,6.5,34951," Biography, Drama, Romance, Thriller","15","USA","English",NA,53452,104
"Kill Your Friends","http://www.imdb.com/title/tt2474958/?ref_=adv_li_tt",2015,6,8876," Comedy, Crime, Music, Thriller","18","UK","English",NA,NA,103
"Kill the Irishman","http://www.imdb.com/title/tt1416801/?ref_=adv_li_tt",2011,7.1,45388," Biography, Crime, Drama","18","USA","English",1.2e+07,145430,106
"Kill the Messenger","http://www.imdb.com/title/tt1216491/?ref_=adv_li_tt",2014,6.9,44015," Biography, Crime, Drama, Mystery, Thriller","15","USA","English",NA,941809,112
"Killer Elite","http://www.imdb.com/title/tt1448755/?ref_=adv_li_tt",2011,6.4,123003," Action, Crime, Thriller","15","UK,Australia","English,Arabic,French,Spanish",7e+07,9352008,116
"Killer Joe","http://www.imdb.com/title/tt1726669/?ref_=adv_li_tt",2011,6.7,72282," Crime, Drama, Thriller","18","USA","English",1.1e+07,37900,102
"Killers","http://www.imdb.com/title/tt1103153/?ref_=adv_li_tt",2010,5.5,86445," Action, Comedy, Romance, Thriller","12A","USA","English",7.5e+07,15837266,100
"Killers Anonymous","http://www.imdb.com/title/tt8400758/?ref_=adv_li_tt",2019,5.1,6602," Action, Crime, Mystery, Thriller","15","UK","English",2.6e+07,NA,95
"Killing Bono","http://www.imdb.com/title/tt1535101/?ref_=adv_li_tt",2011,6.4,6067," Comedy, Music","15","UK,Ireland","English",NA,NA,114
"Killing Ground","http://www.imdb.com/title/tt4728386/?ref_=adv_li_tt",2016,5.8,7307," Horror, Thriller","15","Australia","English",NA,NA,88
"Killing Gunther","http://www.imdb.com/title/tt5689068/?ref_=adv_li_tt",2017,4.8,11593," Action, Comedy, Thriller","15","USA","English,German,Spanish",NA,NA,92
"Killing Season","http://www.imdb.com/title/tt1480295/?ref_=adv_li_tt",2013,5.4,35587," Action, Drama, Thriller","15","USA,Belgium,Bulgaria","English,Serbian",NA,27713,91
"Killing Them Softly","http://www.imdb.com/title/tt1764234/?ref_=adv_li_tt",2012,6.2,132473," Crime, Drama, Thriller","18","USA","English",1.5e+07,6812900,97
"Bedevilled","http://www.imdb.com/title/tt1646959/?ref_=adv_li_tt",2010,7.3,13231," Drama, Horror, Thriller","18","South Korea","Korean",7e+05,NA,115
"Your Name.","http://www.imdb.com/title/tt5311514/?ref_=adv_li_tt",2016,8.4,186222," Animation, Drama, Fantasy, Romance","12A","Japan","Japanese",NA,1813781,106
"I Want to Eat Your Pancreas","http://www.imdb.com/title/tt7236034/?ref_=adv_li_tt",2018,7.9,6088," Animation, Drama, Family, Romance","PG","Japan","Japanese",NA,111108,109
"Kin","http://www.imdb.com/title/tt6017942/?ref_=adv_li_tt",2018,5.8,13622," Action, Drama, Sci-Fi, Thriller","15","USA,Canada","English",3e+07,3035618,102
"Kincsem","http://www.imdb.com/title/tt4964310/?ref_=adv_li_tt",2017,7.4,5177," Adventure, Drama, History, Romance","","Hungary","Hungarian,English",NA,NA,121
"King Arthur: Legend of the Sword","http://www.imdb.com/title/tt1972591/?ref_=adv_li_tt",2017,6.7,189241," Action, Adventure, Drama, Fantasy","12A","UK,USA,Australia","English",1.75e+08,15371270,126
"King Cobra","http://www.imdb.com/title/tt5129682/?ref_=adv_li_tt",2016,5.6,8087," Comedy, Crime, Drama","18","USA","English",NA,11624,91
"King of Thieves","http://www.imdb.com/title/tt5789976/?ref_=adv_li_tt",2018,5.5,11585," Biography, Crime, Drama, History","15","UK,Belgium,USA,Germany,France","English",NA,3502,108
"Kingsglaive: Final Fantasy XV","http://www.imdb.com/title/tt5595168/?ref_=adv_li_tt",2016,6.8,19796," Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi","12","Japan,USA","Japanese,English,Chinese",NA,119801,110
"Kingsman: The Golden Circle","http://www.imdb.com/title/tt4649466/?ref_=adv_li_tt",2017,6.7,268016," Action, Adventure, Comedy, Crime, Thriller","15","UK,USA","English,Italian,Swedish",1.04e+08,39023010,141
"Kingsman: The Secret Service","http://www.imdb.com/title/tt2802144/?ref_=adv_li_tt",2014,7.7,584428," Action, Adventure, Comedy, Thriller","15","UK,USA","English,Arabic,Swedish",8.1e+07,36206331,129
"Kis Kisko Pyaar Karoon","http://www.imdb.com/title/tt4302956/?ref_=adv_li_tt",2015,5.7,5521," Comedy","PG","India","Hindi",NA,NA,133
"Winter Sleep","http://www.imdb.com/title/tt2758880/?ref_=adv_li_tt",2014,8.1,44877," Drama","15","Turkey,France,Germany","Turkish,English",NA,NA,196
"I Wish","http://www.imdb.com/title/tt1650453/?ref_=adv_li_tt",2011,7.4,6056," Drama","PG","Japan","Japanese",NA,10919,128
"Kite","http://www.imdb.com/title/tt2044801/?ref_=adv_li_tt",2014,4.4,5697," Action, Crime, Thriller","15","USA,Mexico","English",NA,NA,90
"Kites","http://www.imdb.com/title/tt1198101/?ref_=adv_li_tt",2010,6.1,12243," Action, Drama, Romance, Thriller","12A","India","English,Hindi,Spanish",NA,959329,123
"A Hard Day","http://www.imdb.com/title/tt3697626/?ref_=adv_li_tt",2014,7.2,10887," Action, Crime, Thriller","15","South Korea","Korean",NA,NA,111
"Klaus","http://www.imdb.com/title/tt4729430/?ref_=adv_li_tt",2019,8.2,79126," Animation, Adventure, Comedy, Family","PG","Spain,UK","English,Saami",4e+07,NA,96
"Klip","http://www.imdb.com/title/tt1900908/?ref_=adv_li_tt",2012,5.7,6267," Drama","","Serbia","Serbian",NA,NA,102
"Klown","http://www.imdb.com/title/tt1680136/?ref_=adv_li_tt",2010,7.2,10099," Comedy","18","Denmark","Danish",NA,19683,93
"Knight and Day","http://www.imdb.com/title/tt1013743/?ref_=adv_li_tt",2010,6.3,178562," Action, Adventure, Comedy","12A","USA","English,German,Spanish",1.17e+08,20139985,109
"Knight of Cups","http://www.imdb.com/title/tt2101383/?ref_=adv_li_tt",2015,5.7,24618," Drama, Romance","15","USA","English,German,Spanish,Serbian",NA,60551,118
"Knights of Badassdom","http://www.imdb.com/title/tt1545660/?ref_=adv_li_tt",2013,5.6,19157," Action, Adventure, Comedy, Fantasy, Horror","15","USA","English",NA,17449,145
"Knives Out","http://www.imdb.com/title/tt8946378/?ref_=adv_li_tt",2019,7.9,415879," Comedy, Crime, Drama, Mystery, Thriller","12A","USA","English,Spanish,Hindi",4e+07,26769548,130
"Knock Knock","http://www.imdb.com/title/tt3605418/?ref_=adv_li_tt",2015,4.9,80698," Drama, Thriller","18","USA,Chile,Israel","English,Spanish",2500000,18623,99
"Code Name: K.O.Z.","http://www.imdb.com/title/tt4458206/?ref_=adv_li_tt",2015,1.9,27126," Crime, Mystery","","Turkey","Turkish",NA,NA,114
"Kodachrome","http://www.imdb.com/title/tt1880399/?ref_=adv_li_tt",2017,6.8,11228," Drama","","Canada,USA","English",NA,NA,105
"A Silent Voice","http://www.imdb.com/title/tt5323662/?ref_=adv_li_tt",2016,8.1,44030," Animation, Drama, Family, Romance","12A","Japan","Japanese,Japanese Sign Language",NA,121732,130
"Kokowääh","http://www.imdb.com/title/tt1700258/?ref_=adv_li_tt",2011,6.3,9185," Comedy","","Germany","German",NA,NA,126
"Confessions","http://www.imdb.com/title/tt1590089/?ref_=adv_li_tt",2010,7.8,35281," Drama, Thriller","15","Japan","Japanese",NA,NA,106
"From Up on Poppy Hill","http://www.imdb.com/title/tt1798188/?ref_=adv_li_tt",2011,7.4,34196," Animation, Drama, Family, Romance","U","Japan","Japanese",2.2e+07,57585,91
"The Commune","http://www.imdb.com/title/tt3082854/?ref_=adv_li_tt",2016,6.4,6449," Drama","15","Denmark,Sweden,Netherlands","Danish",NA,9249,111
"Kolpaçino: Bomba","http://www.imdb.com/title/tt1862472/?ref_=adv_li_tt",2011,5.6,5859," Adventure, Comedy","","Turkey","Turkish",NA,NA,92
"Koma","http://www.imdb.com/title/tt6087226/?ref_=adv_li_tt",2019,6.3,5984," Action, Adventure, Fantasy, Sci-Fi","","Russia","Russian",4e+06,NA,111
"Kon-Tiki","http://www.imdb.com/title/tt1613750/?ref_=adv_li_tt",2012,7.2,45436," Adventure, Biography, Drama, History","15","UK,Norway,Denmark,Germany,Sweden","Norwegian,English,French,Swedish,Spanish",16600000,22168,118
"Woman at War","http://www.imdb.com/title/tt7279188/?ref_=adv_li_tt",2018,7.4,7622," Adventure, Comedy, Drama, Thriller","12A","Iceland,France,Ukraine","Icelandic,English,Ukrainian,Chinese,Spanish",NA,18370,101
"Animals United","http://www.imdb.com/title/tt1620449/?ref_=adv_li_tt",2010,4.9,5898," Animation, Adventure, Comedy, Family","U","Germany,UK,USA","English,German",NA,NA,NA
"Kong: Skull Island","http://www.imdb.com/title/tt3731562/?ref_=adv_li_tt",2017,6.6,264737," Action, Adventure, Fantasy, Sci-Fi","12A","USA,China","English,Vietnamese",1.85e+08,61025472,118
"Kongen av Bastøy","http://www.imdb.com/title/tt1332134/?ref_=adv_li_tt",2010,7.5,17544," Action, Drama","12","Norway,France,Sweden,Poland","Norwegian,Swedish",NA,1039,116
"The King's Choice","http://www.imdb.com/title/tt4353996/?ref_=adv_li_tt",2016,7.1,7428," Biography, Drama, History, War","12","Norway,Sweden,Denmark,Ireland","Norwegian,German,Danish,Swedish,English",NA,7850,133
"In This Corner of the World","http://www.imdb.com/title/tt4769824/?ref_=adv_li_tt",2016,7.8,8509," Animation, Drama, Family, History, War","12A","Japan","Japanese",NA,24205,129
"The Garden of Words","http://www.imdb.com/title/tt2591814/?ref_=adv_li_tt",2013,7.5,33593," Animation, Drama, Romance","12","Japan","Japanese,English",NA,NA,46
"In Order of Disappearance","http://www.imdb.com/title/tt2675914/?ref_=adv_li_tt",2014,7.2,24357," Action, Crime, Drama, Thriller","15","Norway,Denmark,Sweden","Norwegian,Swedish,Danish,English,Serbian,German",NA,5208,116
"Krampus","http://www.imdb.com/title/tt3850590/?ref_=adv_li_tt",2015,6.2,60987," Comedy, Drama, Fantasy, Horror","15","USA","English,German",1.5e+07,16293325,98
"A War","http://www.imdb.com/title/tt3830162/?ref_=adv_li_tt",2015,7.1,9708," Crime, Drama, Thriller, War","15","Denmark,France","Danish,Arabic,English",NA,9095,115
"Krisha","http://www.imdb.com/title/tt4266638/?ref_=adv_li_tt",2015,7.2,7584," Drama","15","USA","English",NA,9880,83
"Kristy","http://www.imdb.com/title/tt2027136/?ref_=adv_li_tt",2014,5.9,7391," Horror, Thriller","","USA","English",6900000,NA,86
"Krrish 3","http://www.imdb.com/title/tt1029231/?ref_=adv_li_tt",2013,5.2,20439," Action, Sci-Fi","12A","India","Hindi,Telugu,Tamil",NA,1049560,152
"Krym","http://www.imdb.com/title/tt6990206/?ref_=adv_li_tt",2017,6.9,33099," Action, Drama","","Russia","Russian,Ukrainian",NA,NA,99
"Kubo and the Two Strings","http://www.imdb.com/title/tt4302938/?ref_=adv_li_tt",2016,7.8,116452," Animation, Action, Adventure, Family, Fantasy","PG","USA,Japan","English",6e+07,12608372,101
"Kumbalangi Nights","http://www.imdb.com/title/tt8413338/?ref_=adv_li_tt",2019,8.6,8243," Comedy, Drama, Romance","12A","India","Malayalam",NA,NA,135
"Kumiko, the Treasure Hunter","http://www.imdb.com/title/tt3263614/?ref_=adv_li_tt",2014,6.6,11398," Drama","12A","USA","English,Japanese",NA,34114,105
